# ----------------------------------------------
# --- Station Static MIB Initialization File ---
# ----------------------------------------------
# 2013 Oct 31 by J. Dowell
#  -- Swapped the ARX_ANT/DP1_ANT values for stand #259 (LEDA Outrigger #3) 
#     with #203.
#  -- Swapped the ARX_ANT/DP1_ANT values for stand #257 (LEDA Outrigger #1)
#     with #198.
#  -- The FEE installed Stand #9 *may* be bad.
# 2013 Aug 15 by J. Dowell
#  -- Marked stand #86 as suspect (promoted from bad).
#  -- Swapped the ARX_ANT/DP1_ANT values for stands #257 and #260 
#     since they are swapped at the site.
# 2013 Mar 10 by J. Dowell
#  -- Updated the pointing correction terms
# 2013 Mar 06 by J. Dowell
#  -- Looks like there was a mixup in the prevous version with the lengths of
#     the LEDA outrigger cables.  This corrects that.
# 2013 Mar 05 by J. Dowell
#  -- Updated the stretch factors to take into account the LEDA64 spitter
# 2013 Feb 28 by J. Dowell
#  -- Looks like there was a bug in the LSL common.stations.Cable model with
#     regards to the calculation of the dispersive delay.  Updated the values 
#     for the five outrigger cable lengths.
#  -- Applied a new calibration solution using self-cal. on TBW data
#  -- Zeroed out the pointing correction
# 2013 Jan 23 by J. Dowell
#  -- Removed the extra ARB_ANT lines that filled out the last half of ARX 
#     board #33
# 2013 Jan 22 by J. Dowell
#  -- Added back in the LEDA-32 antennas
#  -- Added in LEDA outriggers #1 (stand #257), #2 (stand #260), and #3 (stand #259)
#  -- Replaced Stand #25 with LEDA outrigger #5
#  -- Updated the RPD and SEP cable names for the outriggers
#  -- Updated the PDU port mappings to be consistent with the July 2012 
#     reorganization e-mail from J. Craig
# 2012 Oct 24 by J. Dowell
#  -- Incorporated the latest info. on the status of good dipoles;  removed 12
# 2012 Sep 24 by J. Dowell
#  -- Updated the "PC_" values with the results of the new pointing correction
# 2012 Aug 29 by J. Dowell
#  -- Updated the "PC_" values with the results of the new pointing correction
# 2012 Aug 06 by J. Dowell
#  -- Set the "PC_" values to something that works for CygA
#  -- Updated the ARB_ID listings for the ARX board swaps
#  -- Updated the ANT_STAT listsings for antennas that have no signal and/or 
#     calibration
# 2012 July 02 by S. Ellingson 
#  -- Added "PC_" (pointing correction) keywords, set to defaults
#  -- Updated FORMAT_VERSION to 7
# 2012 May 16 by J. Dowell
#
# Search "FIXME" for things that need work

FORMAT_VERSION 7
STATION_ID VL
GEO_N   +34.070 # N Lat [deg]
RPD_LENG[260]  96.00
RPD_LENG[261] 118.00
RPD_LENG[262] 118.00
RPD_LENG[263]  90.00
RPD_LENG[264]  90.00
RPD_LENG[265] 119.00
RPD_LENG[266] 119.00
RPD_LENG[267]  83.00
RPD_LENG[268]  83.00
RPD_LENG[269] 115.00
RPD_LENG[270] 115.00
RPD_LENG[271]  81.00
RPD_LENG[272]  81.00
RPD_LENG[273] 111.00
RPD_LENG[274] 111.00
RPD_LENG[275]  77.00
RPD_LENG[276]  77.00
RPD_LENG[277] 121.00
RPD_LENG[278] 121.00
RPD_LENG[279]  68.00
RPD_LENG[280]  68.00
RPD_LENG[281] 110.00
RPD_LENG[282] 110.00
RPD_LENG[283]  64.00
RPD_LENG[284]  64.00
RPD_LENG[285] 106.00
RPD_LENG[286] 106.00
RPD_LENG[287]  70.00
RPD_LENG[288]  70.00
RPD_LENG[289] 114.00
RPD_LENG[290] 114.00
RPD_LENG[291]  67.00
RPD_LENG[292]  67.00
RPD_LENG[293] 108.00
RPD_LENG[294] 108.00
RPD_LENG[295]  66.00
RPD_LENG[296]  66.00
RPD_LENG[297]  99.00
RPD_LENG[298]  99.00
RPD_LENG[299]  69.00
RPD_LENG[300]  69.00
RPD_LENG[301] 101.00
RPD_LENG[302] 101.00
RPD_LENG[303] 109.00
RPD_LENG[304] 109.00
RPD_LENG[305] 136.00
RPD_LENG[306] 136.00
RPD_LENG[307] 106.00
RPD_LENG[308] 106.00
RPD_LENG[309] 129.00
RPD_LENG[310] 129.00
RPD_LENG[311] 102.00
RPD_LENG[312] 102.00
RPD_LENG[313] 123.00
RPD_LENG[314] 123.00
RPD_LENG[315]  94.00
RPD_LENG[316]  94.00
RPD_LENG[317] 127.00
RPD_LENG[318] 127.00
RPD_LENG[319]  90.00
RPD_LENG[320]  90.00
RPD_LENG[321] 123.00
RPD_LENG[322] 123.00
RPD_LENG[323]  87.00
RPD_LENG[324]  87.00
RPD_LENG[325] 120.00
RPD_LENG[326] 120.00
RPD_LENG[327]  83.00
RPD_LENG[328]  83.00
RPD_LENG[329] 120.00
RPD_LENG[330] 120.00
RPD_LENG[331]  72.00
RPD_LENG[332]  72.00
RPD_LENG[333] 122.00
RPD_LENG[334] 122.00
RPD_LENG[335]  70.00
RPD_LENG[336]  70.00
RPD_LENG[337] 120.00
RPD_LENG[338] 120.00
RPD_LENG[339]  65.00
RPD_LENG[340]  65.00
RPD_LENG[341] 111.00
RPD_LENG[342] 111.00
RPD_LENG[343]  52.00
RPD_LENG[344]  52.00
RPD_LENG[345] 115.00
RPD_LENG[346] 115.00
RPD_LENG[347]  51.00
RPD_LENG[348]  51.00
RPD_LENG[349] 110.00
RPD_LENG[350] 110.00
RPD_LENG[351]  47.00
RPD_LENG[352]  47.00
RPD_LENG[353] 107.00
RPD_LENG[354] 107.00
RPD_LENG[355]  50.00
RPD_LENG[356]  50.00
RPD_LENG[357] 113.00
RPD_LENG[358] 113.00
RPD_LENG[359] 108.00
RPD_LENG[360] 108.00
RPD_LENG[361] 141.00
RPD_LENG[362] 141.00
RPD_LENG[363] 101.00
RPD_LENG[364] 101.00
RPD_LENG[365] 139.00
RPD_LENG[366] 139.00
RPD_LENG[367]  99.00
RPD_LENG[368]  99.00
RPD_LENG[369] 132.00
RPD_LENG[370] 132.00
RPD_LENG[371]  91.00
RPD_LENG[372]  91.00
RPD_LENG[373] 130.00
RPD_LENG[374] 130.00
RPD_LENG[375]  83.00
RPD_LENG[376]  83.00
RPD_LENG[377] 131.00
RPD_LENG[378] 131.00
RPD_LENG[379]  88.00
RPD_LENG[380]  88.00
RPD_LENG[381] 136.00
RPD_LENG[382] 136.00
RPD_LENG[383]  72.00
RPD_LENG[384]  72.00
RPD_LENG[385] 124.00
RPD_LENG[386] 124.00
RPD_LENG[387]  67.00
RPD_LENG[388]  67.00
RPD_LENG[389] 119.00
RPD_LENG[390] 119.00
RPD_LENG[391]  62.00
RPD_LENG[392]  62.00
RPD_LENG[393] 131.00
RPD_LENG[394] 131.00
RPD_LENG[395]  60.00
RPD_LENG[396]  60.00
RPD_LENG[397] 128.00
RPD_LENG[398] 128.00
RPD_LENG[399]  46.00
RPD_LENG[400]  46.00
RPD_LENG[401] 114.00
RPD_LENG[402] 114.00
RPD_LENG[403]  44.00
RPD_LENG[404]  44.00
RPD_LENG[405] 111.00
RPD_LENG[406] 111.00
RPD_LENG[407]  49.00
RPD_LENG[408]  49.00
RPD_LENG[409] 117.00
RPD_LENG[410] 117.00
RPD_LENG[411] 141.00
RPD_LENG[412] 141.00
RPD_LENG[413] 100.00
RPD_LENG[414] 100.00
RPD_LENG[415] 145.00
RPD_LENG[416] 145.00
RPD_LENG[417]  92.00
RPD_LENG[418]  92.00
RPD_LENG[419] 137.00
RPD_LENG[420] 137.00
RPD_LENG[421]  82.00
RPD_LENG[422]  82.00
RPD_LENG[423] 133.00
RPD_LENG[424] 133.00
RPD_LENG[425]  77.00
RPD_LENG[426]  77.00
RPD_LENG[427] 135.00
RPD_LENG[428] 135.00
RPD_LENG[429]  73.00
RPD_LENG[430]  73.00
RPD_LENG[431] 129.00
RPD_LENG[432] 129.00
RPD_LENG[433]  71.00
RPD_LENG[434]  71.00
RPD_LENG[435] 127.00
RPD_LENG[436] 127.00
RPD_LENG[437]  58.00
RPD_LENG[438]  58.00
RPD_LENG[439] 126.00
RPD_LENG[440] 126.00
RPD_LENG[441]  53.00
RPD_LENG[442]  53.00
RPD_LENG[443] 129.00
RPD_LENG[444] 129.00
RPD_LENG[445]  57.00
RPD_LENG[446]  57.00
RPD_LENG[447] 123.00
RPD_LENG[448] 123.00
RPD_LENG[449]  43.00
RPD_LENG[450]  43.00
RPD_LENG[451] 116.00
RPD_LENG[452] 116.00
RPD_LENG[453]  94.00
RPD_LENG[454]  94.00
RPD_LENG[455] 140.00
RPD_LENG[456] 140.00
RPD_LENG[457]  89.00
RPD_LENG[458]  89.00
RPD_LENG[459] 139.00
RPD_LENG[460] 139.00
RPD_LENG[461]  85.00
RPD_LENG[462]  85.00
RPD_LENG[463] 144.00
RPD_LENG[464] 144.00
RPD_LENG[465]  76.00
RPD_LENG[466]  76.00
RPD_LENG[467] 138.00
RPD_LENG[468] 138.00
RPD_LENG[469]  71.00
RPD_LENG[470]  71.00
RPD_LENG[471] 141.00
RPD_LENG[472] 141.00
RPD_LENG[473]  65.00
RPD_LENG[474]  65.00
RPD_LENG[475] 146.00
RPD_LENG[476] 146.00
RPD_LENG[477]  55.00
RPD_LENG[478]  55.00
RPD_LENG[479] 134.00
RPD_LENG[480] 134.00
RPD_LENG[481]  52.00
RPD_LENG[482]  52.00
RPD_LENG[483] 125.00
RPD_LENG[484] 125.00
RPD_LENG[485]  57.00
RPD_LENG[486]  57.00
RPD_LENG[487] 125.00
RPD_LENG[488] 125.00
RPD_LENG[489]  85.00
RPD_LENG[490]  85.00
RPD_LENG[491] 149.00
RPD_LENG[492] 149.00
RPD_LENG[493]  81.00
RPD_LENG[494]  81.00
RPD_LENG[495] 145.00
RPD_LENG[496] 145.00
RPD_LENG[497]  76.00
RPD_LENG[498]  76.00
RPD_LENG[499] 145.00
RPD_LENG[500] 145.00
RPD_LENG[501]  63.00
RPD_LENG[502]  63.00
RPD_LENG[503] 147.00
RPD_LENG[504] 147.00
RPD_LENG[505]  59.00
RPD_LENG[506]  59.00
RPD_LENG[507] 134.00
RPD_LENG[508] 134.00
RPD_LENG[509]  57.00
RPD_LENG[510]  57.00
RPD_LENG[511] 131.00
RPD_LENG[512] 131.00

# FIXME
# Stand 257 (LEDA Outrigger #1):
# Measured by J. Craig on January 9, 2013 to have delays of 1.922 and 1.922 
# ... microseconds.  See the section on the RTA cable for details of the 
# ... length determination.
RPD_LENG[513] 244.329  # JD's guess; see comment above
RPD_LENG[514] 244.329  # JD's guess; see comment above

# FIXME
# Stand 258 (old RTA / LEDA Outrigger #4): 
# SE Comments from earlier version of SSMIF: Here's how I came up with this length: 
# ... I started by assuming RPD_VF=85 [%] and RPD_DD=2 [ns]; see those entries for 
# ... more info.  On or about July 9, 2010, JC and I measured the one-way prop time 
# ... to be about 1222.5 ns using the TenTec VNA.  I then assumed the M.170 model 
# ... assuming 50 MHz center frequency, and solved for length. 
# On December 12, 2011, JC and JD remeasured both outlier polarizations using a 
# ... signal generator and an oscilliscope.  The round trip times were 2472 ns for 
# ... N-S and 2503 ns for E-W.  JD used SE method described above to come up with 
# ... the new lengths for both cables.
# On January 9, 2013, J. Craig remeasured the round trip time to the RTA as part
# ... of determing the cable lengths for the LEDA outriggers.  The delays were
# ... 2.468 and 2.498 microseconds.
RPD_LENG[515] 313.737  # JD's guess; see comment above
RPD_LENG[516] 317.551  # JD's guess; see comment above

# Stand 259 (LEDA Outrigger #3):
# Measured by J. Craig on January 9, 2013 to have delays of 3.646 and 3.638 
# ... microseconds.  See the section on the RTA cable for details of the 
# ... length determination.
RPD_LENG[517] 463.487  # JD's guess; see comment above
RPD_LENG[518] 462.470  # JD's guess; see comment above

# Stand 260 (LEDA Outrigger #2):
# Measured by J. Craig on January 9, 2013 to have delays of 2.446 and 2.446 
# ... microseconds.  See the section on the RTA cable for details of the 
# ... length determination.
RPD_LENG[519] 310.941  # JD's guess; see comment above
RPD_LENG[520] 310.941  # JD's guess; see comment above

# Cable stretching is set with TBN calibration results.  The assumptions that go into
# ... this are:
# ...  1) The cable velocity factors and dispersion delays in RPD_VF and RPD_DD as well  
# ...     as the M.170 cable model are correct
# ...  2) The length of the outlier cables is accurately known
# ...  3) The fringe stopping applied to the data for ~1.5 Cyg A fringe rotation periods 
# ...     is sufficient to supress the contributions of all source but Cyg A.
# ... The results of the cable stretch factor fitting seem roughtly in agreement with the 
# ... ~0.5% stretch reported by SE from TDR measurments.  For the stretch factors reported
# ... here, the mean is ~1.2%, the median is ~1.0%, and the mode is ~0.6%.  These values 
# ... most likely too large because they include the DP digitizer delays (~1-2 ns) which 
# ... have not been independantly determined.

RPD_STR[1]  1.0110
RPD_STR[2]  1.0040
RPD_STR[3]  1.0075
RPD_STR[4]  0.9965
RPD_STR[5]  1.0090
RPD_STR[6]  1.0015
RPD_STR[7]  1.0150
RPD_STR[8]  1.0080
RPD_STR[9]  1.0110
RPD_STR[10]  1.0120
RPD_STR[11]  1.0290
RPD_STR[12]  1.0265
RPD_STR[13]  1.0065
RPD_STR[14]  1.0095
RPD_STR[15]  1.0155
RPD_STR[16]  1.0105
RPD_STR[17]  1.0000
RPD_STR[18]  1.0000
RPD_STR[19]  1.0090
RPD_STR[20]  1.0150
RPD_STR[21]  1.0115
RPD_STR[22]  0.9965
RPD_STR[23]  1.0320
RPD_STR[24]  1.0280
RPD_STR[25]  1.0000
RPD_STR[26]  1.0000
RPD_STR[27]  1.0075
RPD_STR[28]  1.0100
RPD_STR[29]  1.0000
RPD_STR[30]  1.0000
RPD_STR[31]  1.0120
RPD_STR[32]  1.0130
RPD_STR[33]  1.0175
RPD_STR[34]  1.0160
RPD_STR[35]  1.0380
RPD_STR[36]  1.0305
RPD_STR[37]  1.0330
RPD_STR[38]  1.0155
RPD_STR[39]  1.0290
RPD_STR[40]  1.0280
RPD_STR[41]  1.0100
RPD_STR[42]  1.0025
RPD_STR[43]  1.0080
RPD_STR[44]  1.0045
RPD_STR[45]  1.0065
RPD_STR[46]  1.0040
RPD_STR[47]  1.0120
RPD_STR[48]  0.9950
RPD_STR[49]  1.0170
RPD_STR[50]  1.0140
RPD_STR[51]  1.0075
RPD_STR[52]  1.0140
RPD_STR[53]  1.0040
RPD_STR[54]  1.0105
RPD_STR[55]  1.0110
RPD_STR[56]  1.0075
RPD_STR[57]  1.0075
RPD_STR[58]  1.0060
RPD_STR[59]  1.0180
RPD_STR[60]  1.0090
RPD_STR[61]  1.0100
RPD_STR[62]  1.0160
RPD_STR[63]  1.0100
RPD_STR[64]  1.0090
RPD_STR[65]  1.0005
RPD_STR[66]  1.0055
RPD_STR[67]  1.0155
RPD_STR[68]  1.0050

# FIXME
# This is the *real* Stand #35
#RPD_STR[69]  1.0184
#RPD_STR[70]  1.0094
# Cables to Stand 35 (LEDA Outrigger #5)
RPD_VF[69] 85.0 # this is the known value for LMR-400
RPD_DD[69]  2.0 # this is SE's guess; see comment below
RPD_A0[69] 0.00185
RPD_A1[69] 0.00000
RPD_STR[69]  0.9935 #   Updated based on TBW self-cal. results
RPD_VF[70] 85.0 # this is the known value for LMR-400
RPD_DD[70]  2.0 # this is SE's guess; see comment below
RPD_A0[70] 0.00185
RPD_A1[70] 0.00000
RPD_STR[70]  1.0020 #   Updated based on TBW self-cal. results
# FIXME SE Above: I guessed RPD_DD = 2 ns, because I expect it to be better than
# ... a LMR-200-like cable, but I'm not sure by how much.

RPD_STR[71]  1.0000
RPD_STR[72]  1.0000
RPD_STR[73]  1.0075
RPD_STR[74]  0.9900
RPD_STR[75]  1.0020
RPD_STR[76]  1.0060
RPD_STR[77]  1.0100
RPD_STR[78]  1.0115
RPD_STR[79]  1.0025
RPD_STR[80]  1.0015
RPD_STR[81]  1.0080
RPD_STR[82]  1.0025
RPD_STR[83]  1.0330
RPD_STR[84]  1.0290
RPD_STR[85]  1.0145
RPD_STR[86]  1.0000
RPD_STR[87]  1.0355
RPD_STR[88]  1.0130
RPD_STR[89]  1.0125
RPD_STR[90]  1.0140
RPD_STR[91]  1.0125
RPD_STR[92]  1.0095
RPD_STR[93]  1.0135
RPD_STR[94]  1.0085
RPD_STR[95]  1.0225
RPD_STR[96]  1.0170
RPD_STR[97]  1.0155
RPD_STR[98]  1.0090
RPD_STR[99]  1.0115
RPD_STR[100]  1.0065
RPD_STR[101]  1.0105
RPD_STR[102]  0.9955
RPD_STR[103]  1.0195
RPD_STR[104]  1.0140
RPD_STR[105]  1.0125
RPD_STR[106]  1.0115
RPD_STR[107]  1.0130
RPD_STR[108]  1.0150
RPD_STR[109]  1.0220
RPD_STR[110]  1.0145
RPD_STR[111]  1.0100
RPD_STR[112]  1.0070
RPD_STR[113]  1.0180
RPD_STR[114]  1.0030
RPD_STR[115]  1.0075
RPD_STR[116]  1.0065
RPD_STR[117]  1.0125
RPD_STR[118]  1.0030
RPD_STR[119]  1.0095
RPD_STR[120]  1.0070
RPD_STR[121]  1.0085
RPD_STR[122]  1.0060
RPD_STR[123]  1.0190
RPD_STR[124]  1.0065
RPD_STR[125]  1.0135
RPD_STR[126]  1.0040
RPD_STR[127]  1.0340
RPD_STR[128]  1.0195
RPD_STR[129]  1.0085
RPD_STR[130]  1.0085
RPD_STR[131]  1.0000
RPD_STR[132]  1.0000
RPD_STR[133]  1.0205
RPD_STR[134]  1.0040
RPD_STR[135]  1.0115
RPD_STR[136]  1.0070
RPD_STR[137]  1.0085
RPD_STR[138]  1.0115
RPD_STR[139]  1.0120
RPD_STR[140]  1.0055
RPD_STR[141]  1.0095
RPD_STR[142]  1.0105
RPD_STR[143]  1.0230
RPD_STR[144]  0.9990
RPD_STR[145]  1.0105
RPD_STR[146]  1.0095
RPD_STR[147]  1.0610
RPD_STR[148]  1.0030
RPD_STR[149]  1.0000
RPD_STR[150]  1.0000
RPD_STR[151]  1.0180
RPD_STR[152]  1.0090
RPD_STR[153]  1.0135
RPD_STR[154]  1.0120
RPD_STR[155]  1.0150
RPD_STR[156]  1.0240
RPD_STR[157]  1.0110
RPD_STR[158]  1.0115
RPD_STR[159]  1.0210
RPD_STR[160]  1.0155
RPD_STR[161]  1.0130
RPD_STR[162]  1.0075
RPD_STR[163]  1.0165
RPD_STR[164]  1.0150
RPD_STR[165]  1.0135
RPD_STR[166]  1.0075
RPD_STR[167]  1.0210
RPD_STR[168]  1.0030
RPD_STR[169]  1.0150
RPD_STR[170]  1.0140
RPD_STR[171]  1.0000
RPD_STR[172]  1.0000
RPD_STR[173]  1.0085
RPD_STR[174]  1.0070
RPD_STR[175]  1.0185
RPD_STR[176]  1.0150
RPD_STR[177]  1.0170
RPD_STR[178]  1.0145
RPD_STR[179]  1.0380
RPD_STR[180]  1.0150
RPD_STR[181]  1.0255
RPD_STR[182]  0.9970
RPD_STR[183]  1.0145
RPD_STR[184]  1.0015
RPD_STR[185]  1.0080
RPD_STR[186]  1.0015
RPD_STR[187]  1.0175
RPD_STR[188]  1.0130
RPD_STR[189]  1.0085
RPD_STR[190]  1.0065
RPD_STR[191]  1.0000
RPD_STR[192]  1.0000
RPD_STR[193]  1.0070
RPD_STR[194]  1.0085
RPD_STR[195]  1.0000
RPD_STR[196]  1.0000
RPD_STR[197]  1.0085
RPD_STR[198]  1.0090
RPD_STR[199]  1.0230
RPD_STR[200]  1.0090
RPD_STR[201]  1.0115
RPD_STR[202]  1.0025
RPD_STR[203]  1.0170
RPD_STR[204]  1.0055
RPD_STR[205]  1.0155
RPD_STR[206]  1.0070
RPD_STR[207]  1.0245
RPD_STR[208]  1.0070
RPD_STR[209]  1.0045
RPD_STR[210]  1.0015
RPD_STR[211]  1.0250
RPD_STR[212]  1.0130
RPD_STR[213]  1.0000
RPD_STR[214]  1.0000
RPD_STR[215]  0.9650
RPD_STR[216]  1.0435
RPD_STR[217]  1.0045
RPD_STR[218]  1.0075
RPD_STR[219]  1.0210
RPD_STR[220]  1.0220
RPD_STR[221]  1.0100
RPD_STR[222]  1.0120
RPD_STR[223]  1.0275
RPD_STR[224]  1.0155
RPD_STR[225]  1.0085
RPD_STR[226]  1.0025
RPD_STR[227]  1.0350
RPD_STR[228]  1.0370
RPD_STR[229]  1.0095
RPD_STR[230]  1.0090
RPD_STR[231]  1.0250
RPD_STR[232]  1.0190
RPD_STR[233]  1.0245
RPD_STR[234]  1.0060
RPD_STR[235]  1.0240
RPD_STR[236]  1.0205
RPD_STR[237]  1.0030
RPD_STR[238]  1.0000
RPD_STR[239]  1.0305
RPD_STR[240]  1.0275
RPD_STR[241]  1.0475
RPD_STR[242]  1.0305
RPD_STR[243]  1.0065
RPD_STR[244]  1.0045
RPD_STR[245]  1.0000
RPD_STR[246]  1.0000
RPD_STR[247]  1.0000
RPD_STR[248]  1.0000
RPD_STR[249]  1.0050
RPD_STR[250]  1.0045
RPD_STR[251]  1.0150
RPD_STR[252]  1.0135
RPD_STR[253]  1.0285
RPD_STR[254]  1.0220
RPD_STR[255]  1.0075
RPD_STR[256]  1.0070
RPD_STR[257]  1.0165
RPD_STR[258]  1.0055
RPD_STR[259]  1.0130
RPD_STR[260]  1.0120
RPD_STR[261]  1.0120
RPD_STR[262]  1.0090
RPD_STR[263]  1.0140
RPD_STR[264]  1.0110
RPD_STR[265]  1.0145
RPD_STR[266]  1.0050
RPD_STR[267]  1.0165
RPD_STR[268]  1.0145
RPD_STR[269]  1.0115
RPD_STR[270]  1.0250
RPD_STR[271]  1.0170
RPD_STR[272]  1.0015
RPD_STR[273]  1.0105
RPD_STR[274]  1.0055
RPD_STR[275]  1.0150
RPD_STR[276]  1.0125
RPD_STR[277]  1.0120
RPD_STR[278]  1.0135
RPD_STR[279]  1.0230
RPD_STR[280]  1.0145
RPD_STR[281]  1.0160
RPD_STR[282]  1.0070
RPD_STR[283]  1.0235
RPD_STR[284]  1.0110
RPD_STR[285]  1.0105
RPD_STR[286]  1.0090
RPD_STR[287]  1.0000
RPD_STR[288]  1.0000
RPD_STR[289]  1.0135
RPD_STR[290]  1.0110
RPD_STR[291]  1.0165
RPD_STR[292]  1.0120
RPD_STR[293]  1.0130
RPD_STR[294]  1.0135
RPD_STR[295]  1.0285
RPD_STR[296]  1.0475
RPD_STR[297]  1.0120
RPD_STR[298]  1.0140
RPD_STR[299]  1.0250
RPD_STR[300]  1.0245
RPD_STR[301]  1.0130
RPD_STR[302]  1.0000
RPD_STR[303]  1.0155
RPD_STR[304]  1.0105
RPD_STR[305]  1.0205
RPD_STR[306]  1.0210
RPD_STR[307]  1.0310
RPD_STR[308]  1.0325
RPD_STR[309]  1.0080
RPD_STR[310]  1.0075
RPD_STR[311]  1.0125
RPD_STR[312]  1.0085
RPD_STR[313]  1.0275
RPD_STR[314]  1.0270
RPD_STR[315]  1.0270
RPD_STR[316]  1.0035
RPD_STR[317]  1.0100
RPD_STR[318]  1.0095
RPD_STR[319]  1.0190
RPD_STR[320]  1.0080
RPD_STR[321]  1.0080
RPD_STR[322]  1.0130
RPD_STR[323]  1.0190
RPD_STR[324]  1.0165
RPD_STR[325]  1.0160
RPD_STR[326]  1.0075
RPD_STR[327]  1.0205
RPD_STR[328]  1.0155
RPD_STR[329]  1.0135
RPD_STR[330]  1.0045
RPD_STR[331]  1.0140
RPD_STR[332]  1.0160
RPD_STR[333]  1.0065
RPD_STR[334]  1.0075
RPD_STR[335]  1.0185
RPD_STR[336]  1.0115
RPD_STR[337]  1.0170
RPD_STR[338]  1.0095
RPD_STR[339]  1.0935
RPD_STR[340]  1.0120
RPD_STR[341]  1.0115
RPD_STR[342]  1.0130
RPD_STR[343]  1.0425
RPD_STR[344]  1.0375
RPD_STR[345]  1.0105
RPD_STR[346]  1.0260
RPD_STR[347]  1.0765
RPD_STR[348]  1.0620
RPD_STR[349]  1.0145
RPD_STR[350]  1.0035
RPD_STR[351]  1.1000
RPD_STR[352]  1.0105
RPD_STR[353]  1.0120
RPD_STR[354]  1.0135
RPD_STR[355]  1.0270
RPD_STR[356]  1.0220
RPD_STR[357]  1.0120
RPD_STR[358]  1.0085
RPD_STR[359]  1.0115
RPD_STR[360]  1.0135
RPD_STR[361]  1.0060
RPD_STR[362]  1.0020
RPD_STR[363]  1.0000
RPD_STR[364]  1.0000
RPD_STR[365]  1.0065
RPD_STR[366]  1.0055
RPD_STR[367]  1.0250
RPD_STR[368]  1.0090
RPD_STR[369]  1.0050
RPD_STR[370]  1.0045
RPD_STR[371]  1.0270
RPD_STR[372]  1.0110
RPD_STR[373]  1.0000
RPD_STR[374]  1.0000
RPD_STR[375]  1.0185
RPD_STR[376]  1.0100
RPD_STR[377]  1.0135
RPD_STR[378]  1.0075
RPD_STR[379]  1.0070
RPD_STR[380]  1.0035
RPD_STR[381]  1.0065
RPD_STR[382]  1.0050
RPD_STR[383]  1.0265
RPD_STR[384]  1.0185
RPD_STR[385]  1.0240
RPD_STR[386]  1.0120
RPD_STR[387]  1.0180
RPD_STR[388]  1.0120
RPD_STR[389]  1.0090
RPD_STR[390]  1.0135
RPD_STR[391]  1.0190
RPD_STR[392]  1.0130
RPD_STR[393]  1.0130
RPD_STR[394]  1.0085
RPD_STR[395]  0.9605
RPD_STR[396]  1.0460
RPD_STR[397]  1.0080
RPD_STR[398]  1.0040
RPD_STR[399]  1.0275
RPD_STR[400]  1.0245
RPD_STR[401]  1.0105
RPD_STR[402]  1.0075
RPD_STR[403]  1.0375
RPD_STR[404]  1.0255
RPD_STR[405]  1.0350
RPD_STR[406]  1.0225
RPD_STR[407]  1.0170
RPD_STR[408]  1.0115
RPD_STR[409]  1.0135
RPD_STR[410]  1.0085
RPD_STR[411]  1.0110
RPD_STR[412]  1.0040
RPD_STR[413]  1.0225
RPD_STR[414]  1.0230
RPD_STR[415]  1.0025
RPD_STR[416]  1.0025
RPD_STR[417]  1.0160
RPD_STR[418]  1.0170
RPD_STR[419]  1.0195
RPD_STR[420]  0.9995
RPD_STR[421]  1.0150
RPD_STR[422]  1.0150
RPD_STR[423]  1.0055
RPD_STR[424]  0.9980
RPD_STR[425]  1.0160
RPD_STR[426]  1.0130
RPD_STR[427]  1.0095
RPD_STR[428]  1.0060
RPD_STR[429]  1.0345
RPD_STR[430]  1.0280
RPD_STR[431]  1.0070
RPD_STR[432]  1.0065
RPD_STR[433]  1.0000
RPD_STR[434]  1.0000
RPD_STR[435]  1.0050
RPD_STR[436]  1.0065
RPD_STR[437]  1.0205
RPD_STR[438]  1.0145
RPD_STR[439]  1.0135
RPD_STR[440]  1.0065
RPD_STR[441]  1.0185
RPD_STR[442]  1.0110
RPD_STR[443]  1.0120
RPD_STR[444]  1.0080
RPD_STR[445]  1.0230
RPD_STR[446]  1.0190
RPD_STR[447]  1.0070
RPD_STR[448]  1.0110
RPD_STR[449]  1.1000
RPD_STR[450]  1.0230
RPD_STR[451]  1.0320
RPD_STR[452]  1.0235
RPD_STR[453]  1.0115
RPD_STR[454]  1.0090
RPD_STR[455]  1.0105
RPD_STR[456]  1.0030
RPD_STR[457]  1.0355
RPD_STR[458]  1.0260
RPD_STR[459]  1.0105
RPD_STR[460]  1.0030
RPD_STR[461]  1.0205
RPD_STR[462]  1.0145
RPD_STR[463]  1.0000
RPD_STR[464]  1.0000
RPD_STR[465]  1.0130
RPD_STR[466]  1.0145
RPD_STR[467]  1.0000
RPD_STR[468]  1.0000
RPD_STR[469]  1.0195
RPD_STR[470]  1.0055
RPD_STR[471]  1.0105
RPD_STR[472]  1.0045
RPD_STR[473]  1.0300
RPD_STR[474]  1.0190
RPD_STR[475]  1.0065
RPD_STR[476]  1.0055
RPD_STR[477]  1.0180
RPD_STR[478]  1.0155
RPD_STR[479]  1.0240
RPD_STR[480]  1.0195
RPD_STR[481]  1.0270
RPD_STR[482]  1.0240
RPD_STR[483]  1.0210
RPD_STR[484]  1.0160
RPD_STR[485]  1.0175
RPD_STR[486]  1.0150
RPD_STR[487]  1.0000
RPD_STR[488]  1.0000
RPD_STR[489]  1.0000
RPD_STR[490]  1.0000
RPD_STR[491]  1.0125
RPD_STR[492]  1.0045
RPD_STR[493]  1.0195
RPD_STR[494]  1.0170
RPD_STR[495]  1.0190
RPD_STR[496]  1.0030
